Query,Results,Title,Type,CreateDate
The Pay of Women and Their Rights Over Time,753566,payequityandmarginalizedwomen,article,2018
The Pay of Women and Their Rights Over Time,753566,theparttimepaypenaltyforwomeninbritain,article,2008
The Pay of Women and Their Rights Over Time,753566,genderpaygapandunderrepresentationofwomenindecisionmakingpositionsuwedecisionsoftheeuropeancommitteeofsocialrights,article,2021
The Pay of Women and Their Rights Over Time,753566,womenempowermentandinsecurityfirmlevelevidence,article,2020
The Pay of Women and Their Rights Over Time,753566,theparttimepaypenaltyearningstrajectoriesofbritishwomen,article,2009
The Pay of Women and Their Rights Over Time,753566,labourmarketeffectsofparentalleaveineurope,article,2013
The Pay of Women and Their Rights Over Time,753566,seekinghealthcareattheirrighttimetheiterativedecisionprocessforwomenwithbreastcancer,article,2020
The Pay of Women and Their Rights Over Time,753566,whenitcomestopaydothethinwintheeffectofweightonpayformenandwomen,article,2011
The Pay of Women and Their Rights Over Time,753566,astructuredcompensationplanimprovesbutdoesnoterasethesexpaygapinsurgery,article,2018
The Pay of Women and Their Rights Over Time,753566,theroleofwomeninearlyreddimplementationlessonsforfutureengagement,article,2015
The Pay of Women and Their Rights Over Time,753566,humanrightsactivistsandthequestionofsexdiscriminationinpostwarontario,article,2020
The Pay of Women and Their Rights Over Time,753566,howthecriteriaforjoiningtheeuropeanunionaffectpublicopinionthecaseofequalpaybetweenwomenandmeninbosniaandherzegovina,article,2018
The Pay of Women and Their Rights Over Time,753566,womenmanagingwomenanholisticrelationalapproachtomanagingrelationshipsatwork,article,2018
The Pay of Women and Their Rights Over Time,753566,notmerelytheretohelpthemenequalpaylawscollectiverightsandthemakingofthemodernclassaction,article,2018
The Pay of Women and Their Rights Over Time,753566,hpvvaccinationintentandwillingnesstopayfor24and9valenthpvvaccinesastudyofadultwomenaged2745yearsinchina,article,2020
The Pay of Women and Their Rights Over Time,753566,doesitpaytoinvestinjapanesewomenevidencefromthemscijapanempoweringwomenindex,article,2019
The Pay of Women and Their Rights Over Time,753566,paynoworpaylateraneconomicrationaleforstatefundedhelpingservicestoassistwomenleavinganabusiverelationship,article,2015
The Pay of Women and Their Rights Over Time,753566,workingacrosstimezonesexportersandthegenderwagegap,article,2018
The Pay of Women and Their Rights Over Time,753566,womenandrecessionrevisited,article,2013
The Pay of Women and Their Rights Over Time,753566,discriminatorysocialattitudesandvaryinggenderpaygapswithinfirms,article,2016
The Pay of Women and Their Rights Over Time,753566,genderimbalanceinexecutivemanagementpositionsatthemexicannationalinstitutesofhealth,article,2020
The Pay of Women and Their Rights Over Time,753566,theparttimepaypenaltyinasegmentedlabormarket,article,2011
The Pay of Women and Their Rights Over Time,753566,futureorientedwomenwillpaytoreduceglobalwarmingmediationviapoliticalorientationenvironmentalvaluesandbeliefinglobalwarming,article,2014
The Pay of Women and Their Rights Over Time,753566,isthereawagecostforemployeesinfamilyfriendlyworkplacestheeffectofdifferentemployerpolicies,article,2019
The Pay of Women and Their Rights Over Time,753566,womeninenvironmentalscienceswiesandtheunsdgsacatalystforachievingasustainablefutureforall,article,2020
The Pay of Women and Their Rights Over Time,753566,regionalvariationsinlaborforcebehaviorofwomeninjapan,article,2013
The Pay of Women and Their Rights Over Time,753566,steppingstoneordeadendtowhatextentdoesparttimeemploymentenableprogressionoutoflowpayformaleandfemaleemployeesintheuk,article,2020
The Pay of Women and Their Rights Over Time,753566,genderpaytransparencymechanismsfuturedirectionsforsouthafrica,article,2020
The Pay of Women and Their Rights Over Time,753566,closingthegenderpaygapinmedicine,article,2021
The Pay of Women and Their Rights Over Time,753566,isthereequalpayinhealthcarenotifyouareadoctor,article,2012
The Pay of Women and Their Rights Over Time,753566,tacklingthedownsidesocialcapitalwomensempowermentandmicrofinanceincameroon,article,2001
The Pay of Women and Their Rights Over Time,753566,whatdoweknowabouttheimpactofsexualviolenceonhealthandhealthbehaviourofwomeninestonia,article,2020
The Pay of Women and Their Rights Over Time,753566,doesbeingempathicpayoffassociationsbetweenperformancebasedmeasuresofempathyandsocialadjustmentinyoungerandolderwomen,article,2016
The Pay of Women and Their Rights Over Time,753566,segregationofwomenintourismemploymentintheapecregion,article,2020
The Pay of Women and Their Rights Over Time,753566,acosteffectivenessevaluationofgermlinebrca1andbrca2testinginukwomenwithovariancancer,article,2017
The Pay of Women and Their Rights Over Time,753566,theilosdomesticworkersconventionandrecommendationawindowofopportunityforsocialjustice,article,2014
The Pay of Women and Their Rights Over Time,753566,workingtimereductionsattheendofthecareerdotheyprolongthetimespentinemployment,article,2019
The Pay of Women and Their Rights Over Time,753566,callandpaythemidwifeadiscretechoiceexperimentonmotherspreferencesandtheirwillingnesstopayformidwiferycare,article,2021
The Pay of Women and Their Rights Over Time,753566,achievingpayequitystrategicmobilizationforsubstantiveequalityinaotearoanewzealand,article,2019
The Pay of Women and Their Rights Over Time,753566,whydowomenearnlessthanmenevidencefrombusandtrainoperators,article,2022
The Pay of Women and Their Rights Over Time,753566,changingequationsempowermententrepreneurshipandthewelfareofwomen,article,2018
The Pay of Women and Their Rights Over Time,753566,goingbackintimegenderdifferencesintrendsandsourcesoftheracialpaygap1970to2010,article,2016
The Pay of Women and Their Rights Over Time,753566,courtofappealofenglandandwalesnotdiscriminatorytopaywomenmoreformaternityleavethanmenforsharedparentalleave,article,2021
The Pay of Women and Their Rights Over Time,753566,newmarketpowermodelsandsexdifferencesinpay,article,2010
The Pay of Women and Their Rights Over Time,753566,theydidnotpayattentionorwanttolistenwhenwespokewomensexperiencesinatraffickingspecificshelterincambodia,article,2022
The Suffering of the North Korean Society with Destructive Dictatorship,176,reframingnorthkoreanhumanrightsintroduction,article,2013
The Suffering of the North Korean Society with Destructive Dictatorship,176,themirrorofnorthkoreanhumanrightstechnologiesofliberationtechnologiesofwar,article,2013
The Suffering of the North Korean Society with Destructive Dictatorship,176,statesofinsecurity,article,2015
The Suffering of the North Korean Society with Destructive Dictatorship,176,historicalcounternarrativesjapanesechristiansadvocacyforsouthkoreanatomicbombvictims,article,2020
The Suffering of the North Korean Society with Destructive Dictatorship,176,fromvillaintosuperherotheimageofthenorthkoreanincontemporarysouthkoreancinema,article,2019
The Suffering of the North Korean Society with Destructive Dictatorship,176,thetensionbetweenculturalcodesinsouthkoreancivilsocietythecaseoftheelectronicnationalidentificationcard,article,2018
The Suffering of the North Korean Society with Destructive Dictatorship,176,thekoreancrisisandtheendoflatedevelopment,article,1998
The Suffering of the North Korean Society with Destructive Dictatorship,176,globalamericanthedevastationoflanguageunderthedictatorshipofthepublicrealm,article,2008
The Suffering of the North Korean Society with Destructive Dictatorship,176,asouthkoreanprogressiveoutlookonthemiddleeastconflictcontextualizinghankyorehscoverageofthegazawar,article,2013
The Suffering of the North Korean Society with Destructive Dictatorship,176,propagandaleafletsandcoldwarframesduringthekoreanwar,article,2018
The Suffering of the North Korean Society with Destructive Dictatorship,176,sciencetechnologyandtheimaginariesofdevelopmentinsouthkorea,article,2017
The Suffering of the North Korean Society with Destructive Dictatorship,176,hamsokhonapioneerofkoreancosmopolitanism,article,2020
The Suffering of the North Korean Society with Destructive Dictatorship,176,theeffectsoftorturerelatedstressorsonlongtermcomplexposttraumaticsymptomsinsouthkoreantorturesurvivors,article,2017
The Suffering of the North Korean Society with Destructive Dictatorship,176,allusionquotationandpasticheinyounghillkangsthegrassroofandeastgoeswest,article,2020
The Suffering of the North Korean Society with Destructive Dictatorship,176,thelimitandpossibilitiesofunificationeducationaspeaceeducationbeyonddivisioninsouthkorea,article,2018
The Suffering of the North Korean Society with Destructive Dictatorship,176,beyondcollectiveamnesiaakoreanwarretrospective,article,2001
The Suffering of the North Korean Society with Destructive Dictatorship,176,ischinaasuccesswhileindiaisafailure,article,2004
The Suffering of the North Korean Society with Destructive Dictatorship,176,apioneeramongthesouthkoreanatomicbombvictimssignificanceofthesonjindootrial,article,2016
The Suffering of the North Korean Society with Destructive Dictatorship,176,southkoreasengagementpolicyrevisitingahumanrightspolicy,article,2014
The Suffering of the North Korean Society with Destructive Dictatorship,176,thegandhianrevolutionacomparativeanalysis,article,2000
The Suffering of the North Korean Society with Destructive Dictatorship,176,erichfrommandnorthkoreasocialpsychologyandthepoliticalregime,article,2014
The Suffering of the North Korean Society with Destructive Dictatorship,176,thespiritofdespotismunderstandingthetyrantwithin,article,2006
The Suffering of the North Korean Society with Destructive Dictatorship,176,betweendevelopmentandthestaterecastingsouthkoreandirigisme,article,2004
The Suffering of the North Korean Society with Destructive Dictatorship,176,inoperativecommunityinpostauthoritariansouthkoreafootballfandompoliticalmobilizationandcivilsociety,article,2010
The Suffering of the North Korean Society with Destructive Dictatorship,176,monstroussciencethegreatmonsteryonggari1967andcoldwarsciencein1960ssouthkorea,article,2018
The Suffering of the North Korean Society with Destructive Dictatorship,176,politicidalviolenceandtheproblematicsoflocalizedmemoryatcivilianmassacresitesthecheju43peaceparkandthekchangincidentmemorialpark,article,2015
The Suffering of the North Korean Society with Destructive Dictatorship,176,civilsocietyinternationalrelationsandthepromotionofenvironmentalcooperationineastasia,article,2005
The Suffering of the North Korean Society with Destructive Dictatorship,176,parkchankyongsasiangothicasthemostsublimehysteriainitsreturn,article,2016
The Suffering of the North Korean Society with Destructive Dictatorship,176,tangunandtangraandtheirroleintheconstructionofthekoreanandthebulgariannationalconsciousness,article,2018
The Suffering of the North Korean Society with Destructive Dictatorship,176,cantherebeasafehavenfortraumasurvivorsinthissocialmediadominatedworld,article,2019
The Suffering of the North Korean Society with Destructive Dictatorship,176,conversationoneastasiancivilizationpastandpresent,article,2014
The Suffering of the North Korean Society with Destructive Dictatorship,176,theorphanednationkoreaimaginedasanoverseasadoptedchildinclonsabandonedchildandparkkwangsusberlinreport,article,2005
The Suffering of the North Korean Society with Destructive Dictatorship,176,cantherebeasafehavenfortraumasurvivorsinthissocialmediadominatedworld,article,2019
The Suffering of the North Korean Society with Destructive Dictatorship,176,warhasalmostceasedtoexistanassessment,article,2009
The Suffering of the North Korean Society with Destructive Dictatorship,176,democracywithoutpartiespoliticalpartiesandsocialmovementsfordemocraticrepresentationinkorea,article,2009
The Suffering of the North Korean Society with Destructive Dictatorship,176,insidenorthkorea,article,2008
The Suffering of the North Korean Society with Destructive Dictatorship,176,livingconditionsofthepoorinlatinamerica,article,2012
The Suffering of the North Korean Society with Destructive Dictatorship,176,humanresponsibilityandtheawakeningofcharacterinthebuddhistfilmmandala,article,2004
The Suffering of the North Korean Society with Destructive Dictatorship,176,americaskoreakoreasvietnam,article,2001
The Suffering of the North Korean Society with Destructive Dictatorship,176,centennialofthebolshevikrevolutionandreflectionsonacivilsocietyactor,article,2017
The Suffering of the North Korean Society with Destructive Dictatorship,176,northkoreasmilitantnationalismandpeopleseverydaylivespastandpresent,article,2012
The Suffering of the North Korean Society with Destructive Dictatorship,176,responsibilitytoprotectandpeacetimeatrocitiesthecaseofnorthkorea,article,2015
The Suffering of the North Korean Society with Destructive Dictatorship,176,speakingwiththecolonialghostsandpungsurumourincontemporarysouthkorea19902006thepungsufengshuiinvasionstorysurroundingthedemolitionoftheformerjapanesecolonialgeneralbuildingandironspikes,article,2012
The Suffering of the North Korean Society with Destructive Dictatorship,176,reimaginingangerinchristiantraditionsangerasamoralvirtuefortheflourishingoftheoppressedinpoliticalresistance,article,2020
The Suffering of the North Korean Society with Destructive Dictatorship,176,archivedigitaltechnologyandtheinheritanceofthegwangjuuprisingtheaffectofthepostgwangjugenerationofdirectorsinkimgun2019androundandaround2020,article,2022
The Suffering of the North Korean Society with Destructive Dictatorship,176,thealchemyofraceandaffect,article,2014
The Suffering of the North Korean Society with Destructive Dictatorship,176,thepoliticsofforgettingunmakingmemoriesandreactingtomemoryplacemaking,article,2021
The Suffering of the North Korean Society with Destructive Dictatorship,176,debatingeconomicdemocracyinsouthkoreathecostsofcommensurability,article,2015
The Suffering of the North Korean Society with Destructive Dictatorship,176,thefutureofmemory,article,2017
The Suffering of the North Korean Society with Destructive Dictatorship,176,originalnationapproachestointernationallawonaildecouplingofthenationandthestateandthesearchfornewlegalorders,article,2019
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,producingindustrialpigsinsouthwesternchinatheriseofcontractfarmingasacoevolutionaryprocess,article,2022
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,reexaminationofthesurplusagriculturallabourinchina,article,2013
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,restructuringofhogfarminginnorthcarolinaexplosionandimplosion,article,1997
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,occupationalmobilityduringsouthafricasindustrialtakeoff,article,2018
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,frommixedfarmingtointensiveagricultureenergyprofilesofagricultureinquebeccanada18712011,article,2018
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,barrierstoentryanddevelopment,article,2011
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,sustainablecitiesthroughalternativeurbanfarmingthecaseoffloriculture,article,2020
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,socialacceptanceofdairyfarmingtheambivalencebetweenthetwofacesofmodernity,article,2011
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,impactofindustrializationonchinasregionalenergysecurityinthenewera,article,2021
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,applyinganenvironmentalpublichealthlenstotheindustrializationoffoodanimalproductionintenlowandmiddleincomecountries,article,2019
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,environmentalinjusticeandindustrialchickenfarminginmaryland,article,2021
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,cheapfoodandbadclimatefromsurplusvaluetonegativevalueinthecapitalistworldecology,article,2015
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,mainissuesandchallengesforsustainabledevelopmentofsalmonfarminginchileasocioeconomicperspective,article,2019
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,urbanfarminginthenorthamericanmetropolisrethinkingworkanddistanceinalternativefoodnetworks,article,2016
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,farmersunderpressureanalysisofthesocialconditionsofcasesofanimalneglect,article,2013
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,breedingfororganicdairyfarmingwhattypesofcowsareneeded,article,2019
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,foundationsofproductionandconsumptionoforganicfoodinnorwaycommonattitudesamongfarmersandconsumers,article,2003
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,renderedagroecosystemservicesanddysservicesofdairyfarmingabottomupapproachingaliciaspain,article,2021
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,farmdependenceandpopulationchangeinchina,article,2011
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,organicfarmingasastrategytoreducecarbonfootprintindehesaagroecosystemsacasestudycomparingdifferentlivestockproducts,article,2020
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,mountainsheepgrazingsystemsprovidemultipleecologicalsocioeconomicandfoodqualitybenefits,article,2022
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,howcovid19effectmalaysianpaddyindustryadoptionofgreenfertilizerapotentialresolution,article,2020
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,doestheworldneedusfarmersevenifamericansdont,article,2008
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,fleecingconnecticutdavidhumphreysandthepoeticsofsheepfarming,article,2014
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,farmingautonomycanadianbeeffarmersreclaimingthegrassthroughmanagementintensivegrazingpractices,article,2020
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,feminizationofagricultureinchinamythssurroundingwomensparticipationinfarming,article,2008
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,irrigatedagricultureforfoodselfsufficiencyinthesubsaharanafricanregion,article,2020
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,theagrifoodquestionandruraldevelopmentdynamicsinbrazilandchinatowardsaprotectivecountermovement,article,2018
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,areviewoflibyansoildatabasesforusewithinanecosystemservicesframework,article,2019
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,rethinkingpublichealthtowardsanewscientificlogicofroutineanimalhealthcareineuropeanindustrialfarming,article,2021
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,thepostmalthusianworldbeganinwesterneuropeintheeighteenthcenturyareplytogoldstoneandwong,article,2003
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,buildingaglobalplatformfororganicfarmingresearchinnovationandtechnologytransfer,article,2017
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,antibioticuseandthedemiseofhusbandry,article,2018
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,knowyourindoorfarmersquarerootstechnolocalfoodandtransparencyaspublicity,article,2020
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,theamericanwayoffarmingpioneerhibredandpowerinpostwaramerica,article,2018
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,herdgrowthfarmorganisationandsubsidiesinthedairysectorofrussiaandkazakhstan,article,2019
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,changingcommunityrelationsinsoutheastchinatheroleofguanxiinruralenvironmentalgovernance,article,2020
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,seafoodfromachangingarctic,article,2017
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,industrialfarmanimalproductionacomprehensivemoralcritique,article,2014
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,agroecologyasavehicleforcontributivejustice,article,2015
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,organicagriculture30isinnovationwithresearch,article,2016
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,applyingagroecologytoenhancetheproductivityofpeasantfarmingsystemsinlatinamerica,article,1999
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,aninvestigationintothepotentialimpactofcarveoutsforranchingandfarmingprotectionsthroughstateconstitutionalamendments,article,2018
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,vinegrowingincataloniathemainagriculturalchangeunderlyingtheearliestindustrializationinmediterraneaneurope17201939,article,2014
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,animalkillingandpostdomesticmeatproduction,article,2017
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,adaptivecapacityofmountaincommunitytoclimatechangecasestudyinthesemienmountainsofethiopia,article,2019
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,theparadoxesofdairyfarmersincataloniaspaincrisisanddoublebind,article,2022
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,thealternativefoodmovementinjapanchallengeslimitsandresilienceoftheteikeisystem,article,2014
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,reconcilingeconomictheoryandeconomichistorytheriseofjapan,article,1985
How the industrialization of Farming can has shown to have had a negative and has led to a rise of Corporate Farming,1652,caribbeanoctocoralsrecordchangingcarbonandnitrogensourcesfrom1862to2005,article,2010
Disaster,1388262,disasters,article,2021
Disaster,1388262,resiliencetonaturaldisastersinsurancepenetrationinstitutionsanddisastertypes,article,2016
Disaster,1388262,disastermanagement20arealtimedisasterdamageassessmentmodelbasedonmobilesocialmediadataacasestudyofweibochinesetwitter,article,2019
Disaster,1388262,balancingpredisasterpreparednessandpostdisasterrelief,article,2016
Disaster,1388262,disasters,article,2017
Disaster,1388262,beforedisasterstrikesapilotinterventiontoimprovepediatrictraineesknowledgeofdisastermedicine,article,2020
Disaster,1388262,researchonresilienceofpowersystemsundernaturaldisastersareview,article,2016
Disaster,1388262,hazagorawillyousurvivethenextdisasteraseriousgametoraiseawarenessaboutgeohazardsanddisasterriskreduction,article,2016
Disaster,1388262,towardsadestinationtourismdisastermanagementframeworklongtermlessonsfromaforestfiredisaster,article,2008
Disaster,1388262,disasterstudies,article,2013
Disaster,1388262,disasterriskandbusinesscycles,article,2012
Disaster,1388262,globalasbestosdisaster,article,2018
Disaster,1388262,disasterstudiesinsideout,article,2019
Disaster,1388262,disastermanagement,article,2018
Disaster,1388262,disasterupondisasterinflictedonthedutchsingingaboutdisastersinthenetherlands16001900,article,2019
Disaster,1388262,newsimpliedvolatilityanddisasterconcerns,article,2017
Disaster,1388262,asocialvulnerabilityindexfordisastermanagement,article,2011
Disaster,1388262,investingindisastermanagementcapabilitiesversusprepositioninginventoryanewapproachtodisasterpreparedness,article,2014
Disaster,1388262,disasterscholarship,article,2021
Disaster,1388262,livingwithdisasterssocialcapitalfordisastergovernance,article,2018
Disaster,1388262,disasternewsframingandframechangingincoverageofmajorusnaturaldisasters20002010,article,2012
Disaster,1388262,thegeographiesofcommunitydisasterresilience,article,2014
Disaster,1388262,disasterhypertensionitscharacteristicsmechanismandmanagement,article,2012
Disaster,1388262,endogenousdisasters,article,2018
Disaster,1388262,disasterdiplomacytheintricatelinksbetweendisasterandconflictintroduction,article,2022
Disaster,1388262,locationandemergencyinventoryprepositioningfordisasterresponseoperationsminmaxrobustmodelandacasestudyofyushuearthquake,article,2018
Disaster,1388262,disastercolonialismacommentaryondisastersbeyondsingulareventstostructuralviolence,article,2022
Disaster,1388262,disasterethics,article,2019
Disaster,1388262,asalutogenicapproachtodisasterrecoverythecaseofthelacmeganticraildisaster,article,2020
Disaster,1388262,disasterresiliencyofuslocalgovernmentsinsightstostrengthenlocalresponseandrecoveryfromthecovid19pandemic,article,2020
Disaster,1388262,predictionofhumansbehaviorsduringadisasterthebehavioralpatternduringdisasterindicatorbpdi,article,2022
Disaster,1388262,effectsof360videoonattitudestowarddisastercommunicationmediatingandmoderatingrolesofspatialpresenceandpriordisastermediainvolvement,article,2018
Disaster,1388262,pedalingdisastercitizenbicyclistsindisasterresponseinnovativesolutionorunnecessaryeffort,article,2017
Disaster,1388262,mastersofdisastersanempiricalanalysisofhowsocietiesbenefitfromcorporatedisasteraid,article,2017
Disaster,1388262,localgovernmentsdisastermanagementcapacityanddisasterresilience,article,2019
Disaster,1388262,areviewofresearchontourismriskcrisisanddisastermanagementlaunchingtheannalsoftourismresearchcuratedcollectionontourismriskcrisisanddisastermanagement,article,2019
Disaster,1388262,characterizingmultieventdisasterresilience,article,2014
Disaster,1388262,disasterhealthcareworkersexperienceofusingthepsychologicalfirstaidmobileappduringdisastersimulationtraining,article,2021
Disaster,1388262,developmentofdisasternursingeducationandtrainingprogramsinthepast20years20002019asystematicreview,article,2021
Disaster,1388262,thearalseadisaster,article,2007
Disaster,1388262,nursesasleadersindisasterpreparednessandresponseacalltoaction,article,2016
Disaster,1388262,seriousdisastervideogamesaninnovativeapproachtoteachingandlearningaboutdisastersanddisasterriskreduction,article,2020
Disaster,1388262,humanagentcollaborationfordisasterresponse,article,2015
Disaster,1388262,householdleveldisasterinducedlossesandruralurbanmigrationexperiencefromworldsoneofthemostdisasteraffectedcountries,article,2016
Disaster,1388262,disastercitydigitaltwinavisionforintegratingartificialandhumanintelligencefordisastermanagement,article,2021
Disaster,1388262,disasteragisdatabaseonhydrogeomorphologicdisastersinportugal,article,2014
Disaster,1388262,corrigendumtoresiliencetonaturaldisastersinsurancepenetrationinstitutionsanddisastertypeseconomlett1482016106110,article,2017
Disaster,1388262,theisraelifieldhospitalinhaitiethicaldilemmasinearlydisasterresponse,article,2010
Disaster,1388262,covid19andchinashotelindustryimpactsadisastermanagementframeworkandpostpandemicagenda,article,2020
Disaster,1388262,impactofincorporatingreturnsintopredisasterdeploymentsforrapidonsetpredictabledisasters,article,2021
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,towardsanenvironmentalhistoryoftelevisionwaterpollutionissuesonfinnishbroadcastingpriortoearthday1970,article,2021
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,whatdeterminescompliancewithcleanerproductionanappraisalofthetanningindustryinsialkotpakistan,article,2018
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,towardsasensorypoliticsoftheanthropoceneexploringactivistartisticapproachestopoliticizingairpollution,article,2022
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,communityscienceandthedesignofclimategovernance,article,2022
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,therivertalksanecocriticalkreroaboutecologicalperformancecommunityactivismandslowviolence,article,2015
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,giveearthachancetheenvironmentalmovementandthesixties,article,2003
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,waterdemandmanagementinsingaporeinvolvingthepublic,article,2013
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,earthsystemanalysisforsustainability,article,2005
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,justiceisthegoaldivestmentasclimatechangeresistance,article,2016
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,environmentalperformanceinformationusebyconservationagencystaff,article,2018
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,courtingemissionsclimateadjudicationandsouthafricasyouth,article,2021
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,theroleofclimatechangeeducationonindividuallifetimecarbonemissions,article,2020
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,democraticgrassrootspoliticsandcleaneconomicgrowth,article,2016
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,embracinganinterdisciplinaryapproachtoplasticspollutionawarenessandaction,article,2018
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,fittingavitallinkagepieceintothemultidimensionalemissionsreductionpuzzlenongovernmentalpathwaystoconsumptionchangesintheprcandtheusa,article,2006
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,thegeniusofearthday,article,2010
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,economicdevelopmentandenvironmentalsustainabilitythecaseofforeigndirectinvestmenteffectonenvironmentalpollutioninchina,article,2019
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,thepowerofenvironmentalnormsmarineplasticpollutionandthepoliticsofmicrobeads,article,2018
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,thetroublewithdarknessnasassuomisatelliteimagesofearthatnight,article,2017
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,domesticenvironmentalactivistsandthegovernanceofthegangesandmekongriversinindiaandchina,article,2012
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,airpollutionandgrassrootsechoesofecologicalcivilizationinruralchina,article,2018
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,urbanenvironmentalissuesinthemetropolitanareaofsfaxcitytunisiacouldanintegratedmanagementsolvetheproblem,article,2022
